,g1_symbol,g2_symbol,conn
42158,NSG1,JAKMIP2,0.4149
42159,NSG1,GRIA1,0.5177
42160,NSG1,TENM2,0.4004
42161,NSG1,WWC1,0.4112
42162,NSG1,HMP19,0.7185
42163,NSG1,ARL10,0.4479
42164,NSG1,CLTB,0.506
42165,NSG1,GPRIN1,0.5408
42166,NSG1,SNCB,0.5066
42167,NSG1,PRR7,0.4471
42168,NSG1,TUBB2A,0.6723
42169,NSG1,TUBB2B,0.5667
42170,NSG1,PHACTR1,0.4154
42171,NSG1,MCUR1,0.5074
42172,NSG1,RNF182,0.4254
42173,NSG1,SOX4,0.5031
42174,NSG1,KIAA0319,0.453
42175,NSG1,HIST1H4C,0.4026
42176,NSG1,TUBB,0.6576
42177,NSG1,ATP6V1G2,0.491
42178,NSG1,HMGA1,0.4763
42179,NSG1,NUDT3,0.6128
42180,NSG1,TMEM63B,0.4177
42181,NSG1,HSP90AB1,0.5841
42182,NSG1,HMGCLL1,0.3996
42183,NSG1,KHDRBS2,0.4398
42184,NSG1,PTP4A1,0.4887
42185,NSG1,SMAP1,0.4974
42186,NSG1,RIMS1,0.4562
42187,NSG1,SNAP91,0.4927
42188,NSG1,BACH2,0.4815
42189,NSG1,CD24,0.7335
42190,NSG1,SOBP,0.5246
42191,NSG1,WASF1,0.6022
42192,NSG1,SERINC1,0.5464
42193,NSG1,NKAIN2,0.4558
42194,NSG1,ARFGEF3,0.5349
42195,NSG1,ABRACL,0.4302
42196,NSG1,HIVEP2,0.4348
42197,NSG1,STXBP5,0.3952
42198,NSG1,PCMT1,0.489
42199,NSG1,PPP1R14C,0.4945
42200,NSG1,RGS17,0.5015
42201,NSG1,TULP4,0.4698
42202,NSG1,ICA1,0.4254
42203,NSG1,BZW2,0.5867
42204,NSG1,TSPAN13,0.5654
42205,NSG1,FAM126A,0.4056
42206,NSG1,MPP6,0.5604
42207,NSG1,JAZF1,0.4586
42208,NSG1,MTURN,0.4988
42209,NSG1,NEUROD6,0.7078
42210,NSG1,KIAA0895,0.4599
42211,NSG1,CAMK2B,0.6859
42212,NSG1,ADCY1,0.5726
42213,NSG1,AUTS2,0.4027
42214,NSG1,CALN1,0.4183
42215,NSG1,STX1A,0.4827
42216,NSG1,YWHAG,0.6728
42217,NSG1,GNAI1,0.6062
42218,NSG1,CACNA2D1,0.59
42219,NSG1,PCLO,0.6803
42220,NSG1,RUNDC3B,0.4557
42221,NSG1,AKAP9,0.5893
42222,NSG1,DYNC1I1,0.5562
42223,NSG1,ASNS,0.4175
42224,NSG1,PRKAR2B,0.6423
42225,NSG1,GPR22,0.5174
42226,NSG1,LRRN3,0.41
42227,NSG1,GPR85,0.5511
42228,NSG1,CTTNBP2,0.4361
42229,NSG1,PLXNA4,0.502
42230,NSG1,EXOC4,0.408
42231,NSG1,TCAF1,0.4928
42232,NSG1,DPP6,0.4437
42233,NSG1,CLCN4,0.4494
42234,NSG1,CDKL5,0.548
42235,NSG1,SYN1,0.4626
42236,NSG1,PCSK1N,0.7161
42237,NSG1,ARHGEF9,0.431
42238,NSG1,KIAA2022,0.452
42239,NSG1,NAP1L3,0.429
42240,NSG1,BEX5,0.4327
42241,NSG1,BEX1,0.5981
42242,NSG1,ACSL4,0.5422
42243,NSG1,PAK3,0.5302
42244,NSG1,DCX,0.6961
42245,NSG1,PGRMC1,0.4078
42246,NSG1,HPRT1,0.3935
42247,NSG1,FGF13,0.4085
42248,NSG1,SLITRK4,0.4565
42249,NSG1,AFF2,0.4356
42250,NSG1,IDS,0.5942
42251,NSG1,PNCK,0.3913
42252,NSG1,PDZD4,0.41
42253,NSG1,L1CAM,0.5594
42254,NSG1,MSRA,0.5533
42255,NSG1,TUSC3,0.4334
42256,NSG1,ASAH1,0.4582
42257,NSG1,PSD3,0.4733
42258,NSG1,LPL,0.4496
42259,NSG1,DMTN,0.4362
42260,NSG1,NEFM,0.6213
42261,NSG1,NEFL,0.5715
42262,NSG1,PNMA2,0.3948
42263,NSG1,DPYSL2,0.6053
42264,NSG1,STMN4,0.666
42265,NSG1,EIF4EBP1,0.4488
42266,NSG1,WHSC1L1,0.4895
42267,NSG1,XKR4,0.52
42268,NSG1,BHLHE22,0.588
42269,NSG1,PKIA,0.6713
42270,NSG1,ZC2HC1A,0.507
42271,NSG1,STMN2,0.8007
42272,NSG1,RUNX1T1,0.5951
42273,NSG1,ANKRD46,0.526
42274,NSG1,YWHAZ,0.6494
42275,NSG1,SYBU,0.5539
42276,NSG1,MTSS1,0.5315
42277,NSG1,FAM49B,0.4925
42278,NSG1,SLA,0.6054
42279,NSG1,KHDRBS3,0.4068
42280,NSG1,LY6H,0.5992
42281,NSG1,KIFC2,0.3887
42282,NSG1,SLC1A1,0.4241
42283,NSG1,PTPRD,0.5741
42284,NSG1,NFIB,0.4992
42285,NSG1,SH3GL2,0.4269
42286,NSG1,MLLT3,0.4131
42287,NSG1,DNAJA1,0.4867
42288,NSG1,RUSC2,0.4023
42289,NSG1,RFK,0.493
42290,NSG1,GNAQ,0.5276
42291,NSG1,FRMD3,0.5137
42292,NSG1,UBQLN1,0.4246
42293,NSG1,AGTPBP1,0.5663
42294,NSG1,SPIN1,0.5312
42295,NSG1,GABBR2,0.6005
42296,NSG1,FSD1L,0.4883
42297,NSG1,FRRS1L,0.5282
42298,NSG1,TXN,0.4118
42299,NSG1,STRBP,0.5118
42300,NSG1,RALGPS1,0.4268
42301,NSG1,STXBP1,0.6144
42302,NSG1,DNM1,0.4523
42303,NSG1,SPTAN1,0.5682
42304,NSG1,NCS1,0.6122
42305,NSG1,PRRC2B,0.5074
42306,NSG1,OLFM1,0.5326
42307,NSG1,CAMSAP1,0.4386
42308,NSG1,NSMF,0.4163
42309,NSG1,DEAF1,0.5438
42310,NSG1,DUSP8,0.5006
42311,NSG1,TUB,0.3915
42312,NSG1,BTBD10,0.4274
42313,NSG1,NAV2,0.4436
42314,NSG1,SYT13,0.5016
42315,NSG1,C1QTNF4,0.5012
42316,NSG1,GNG3,0.4957
42317,NSG1,RTN3,0.4792
42318,NSG1,STIP1,0.4209
42319,NSG1,NRXN2,0.4854
42320,NSG1,CCDC85B,0.4146
42321,NSG1,PACS1,0.4565
42322,NSG1,CNIH2,0.5611
42323,NSG1,PGM2L1,0.663
42324,NSG1,MAP6,0.5631
42325,NSG1,TENM4,0.4572
42326,NSG1,DLG2,0.5407
42327,NSG1,GRM5,0.4108
42328,NSG1,FAT3,0.4911
42329,NSG1,AASDHPPT,0.5289
42330,NSG1,GUCY1A2,0.4616
42331,NSG1,ELMOD1,0.4645
42332,NSG1,ARHGAP20,0.4153
42333,NSG1,DIXDC1,0.4457
42334,NSG1,RP11.356J5.12,0.5122
42335,NSG1,NCAM1,0.7118
42336,NSG1,THY1,0.5211
42337,NSG1,ARHGEF12,0.4449
42338,NSG1,SCN3B,0.6325
42339,NSG1,FEZ1,0.4261
42340,NSG1,PFKP,0.3953
42341,NSG1,CELF2,0.6342
42342,NSG1,MAPK8,0.5349
42343,NSG1,ANK3,0.6213
42344,NSG1,HK1,0.4613
42345,NSG1,PPP3CB,0.5166
42346,NSG1,SLIT1,0.4035
42347,NSG1,PSD,0.5047
42348,NSG1,INA,0.7557
42349,NSG1,ABLIM1,0.4412
42350,NSG1,SHTN1,0.7263
42351,NSG1,TACC2,0.4151
42352,NSG1,CALY,0.5506
42353,NSG1,ERC1,0.523
42354,NSG1,PTMS,0.5561
42355,NSG1,CLSTN3,0.3884
42356,NSG1,NECAP1,0.4292
42357,NSG1,GRIN2B,0.6933
42358,NSG1,PTPRO,0.4687
42359,NSG1,CMAS,0.4039
42360,NSG1,SOX5,0.406
42361,NSG1,KRAS,0.3986
42362,NSG1,PPFIBP1,0.5466
42363,NSG1,CNTN1,0.5225
42364,NSG1,NELL2,0.6936
42365,NSG1,SLC38A1,0.6015
42366,NSG1,CCDC184,0.4119
42367,NSG1,ARF3,0.4599
42368,NSG1,TUBA1A,0.6991
42369,NSG1,KIF5A,0.5915
42370,NSG1,FAM19A2,0.3884
42371,NSG1,SRGAP1,0.5101
42372,NSG1,TBC1D30,0.4411
42373,NSG1,DYRK2,0.4218
42374,NSG1,KCNMB4,0.4249
42375,NSG1,CSRP2,0.5314
42376,NSG1,NAV3,0.4648
42377,NSG1,SYT1,0.6994
42378,NSG1,LIN7A,0.3999
42379,NSG1,PPFIA2,0.6133
42380,NSG1,SLC6A15,0.4624
42381,NSG1,ATP2B1,0.5324
42382,NSG1,ANKS1B,0.4903
42383,NSG1,GNPTAB,0.452
42384,NSG1,ATP2A2,0.4162
42385,NSG1,MED13L,0.4533
42386,NSG1,WSB2,0.4582
42387,NSG1,SRRM4,0.5419
42388,NSG1,DYNLL1,0.4902
42389,NSG1,CAMKK2,0.4839
42390,NSG1,ATP8A2,0.4966
42391,NSG1,GPR12,0.4259
42392,NSG1,GTF3A,0.4265
42393,NSG1,HSPH1,0.4024
42394,NSG1,FRY,0.3934
42395,NSG1,NBEA,0.6416
42396,NSG1,DCLK1,0.5068
42397,NSG1,LHFP,0.3983
42398,NSG1,SERP2,0.4204
42399,NSG1,TSC22D1,0.5873
42400,NSG1,PCDH8,0.4111
42401,NSG1,PCDH9,0.4472
42402,NSG1,SLITRK5,0.4463
42403,NSG1,HS6ST3,0.4443
42404,NSG1,RAP2A,0.3953
42405,NSG1,FARP1,0.455
42406,NSG1,DOCK9,0.4834
42407,NSG1,JPH4,0.4754
42408,NSG1,ATL1,0.5368
42409,NSG1,GNG2,0.5743
42410,NSG1,DACT1,0.5344
42411,NSG1,DAAM1,0.576
42412,NSG1,RTN1,0.6221
42413,NSG1,SYT16,0.4642
42414,NSG1,PPP2R5E,0.5119
42415,NSG1,ARG2,0.4563
42416,NSG1,TTC9,0.443
42417,NSG1,FLRT2,0.5682
42418,NSG1,CALM1,0.6039
42419,NSG1,EML1,0.4332
42420,NSG1,DYNC1H1,0.562
42421,NSG1,AHNAK2,0.4295
42422,NSG1,NUDT14,0.4788
42423,NSG1,PWAR6,0.4425
42424,NSG1,GABRB3,0.5851
42425,NSG1,DISP2,0.5488
42426,NSG1,SCG3,0.6588
42427,NSG1,TMOD2,0.6516
42428,NSG1,TMOD3,0.4559
42429,NSG1,GNB5,0.4112
42430,NSG1,MYO5A,0.5676
42431,NSG1,HERC1,0.4713
42432,NSG1,NEO1,0.4366
42433,NSG1,NPTN,0.4384
42434,NSG1,LINGO1,0.6128
42435,NSG1,SH3GL3,0.5359
42436,NSG1,NTRK3,0.4914
42437,NSG1,SLCO3A1,0.4288
42438,NSG1,ARHGDIG,0.5328
42439,NSG1,SYNGR3,0.4995
42440,NSG1,RBFOX1,0.5009
42441,NSG1,SHISA9,0.4199
42442,NSG1,SEZ6L2,0.6538
42443,NSG1,KCTD13,0.4103
42444,NSG1,CORO1A,0.3945
42445,NSG1,STX1B,0.3925
42446,NSG1,GNAO1,0.6018
42447,NSG1,DOK4,0.3985
42448,NSG1,GOT2,0.4043
42449,NSG1,RLTPR,0.3909
42450,NSG1,SMPD3,0.4346
42451,NSG1,TERF2IP,0.5759
42452,NSG1,CMIP,0.5863
42453,NSG1,COTL1,0.5142
42454,NSG1,JPH3,0.3926
42455,NSG1,ABR,0.4056
42456,NSG1,PAFAH1B1,0.5371
42457,NSG1,CHD3,0.5703
42458,NSG1,GAS7,0.4748
42459,NSG1,RAB11FIP4,0.4109
42460,NSG1,CDK5R1,0.5847
42461,NSG1,AP2B1,0.4741
42462,NSG1,NEUROD2,0.6152
42463,NSG1,EIF1,0.4459
42464,NSG1,RUNDC3A,0.3976
42465,NSG1,MAPT,0.7266
42466,NSG1,NSF,0.4231
42467,NSG1,MMD,0.4663
42468,NSG1,CLTC,0.3908
42469,NSG1,PRKAR1A,0.4079
42470,NSG1,HN1,0.7063
42471,NSG1,GRB2,0.5219
42472,NSG1,RAC3,0.6116
42473,NSG1,DLGAP1,0.4259
42474,NSG1,PTPN2,0.4086
42475,NSG1,ASXL3,0.4788
42476,NSG1,NOL4,0.423
42477,NSG1,MAPRE2,0.5294
42478,NSG1,CELF4,0.5508
42479,NSG1,SYT4,0.5867
42480,NSG1,RNF165,0.4597
42481,NSG1,TCF4,0.5013
42482,NSG1,SEC11C,0.5378
42483,NSG1,DOK6,0.5331
42484,NSG1,C20orf27,0.3979
42485,NSG1,CHGB,0.5443
42486,NSG1,PAK7,0.5953
42487,NSG1,SNAP25,0.5837
42488,NSG1,MACROD2,0.4507
42489,NSG1,DSTN,0.5219
42490,NSG1,NAPB,0.431
42491,NSG1,KIF3B,0.5416
42492,NSG1,MAP1LC3A,0.6081
42493,NSG1,MMP24,0.4122
42494,NSG1,LINC00657,0.5173
42495,NSG1,EPB41L1,0.4553
42496,NSG1,VSTM2L,0.4087
42497,NSG1,YWHAB,0.6272
42498,NSG1,B4GALT5,0.4635
42499,NSG1,ATP9A,0.5512
42500,NSG1,DOK5,0.4039
42501,NSG1,PHACTR3,0.4401
42502,NSG1,EEF1A2,0.6059
42503,NSG1,CELF5,0.6008
42504,NSG1,ATCAY,0.6185
42505,NSG1,HSD11B1L,0.4027
42506,NSG1,TUBB4A,0.5242
42507,NSG1,CTXN1,0.5367
42508,NSG1,CDKN2D,0.7015
42509,NSG1,PLPPR2,0.5138
42510,NSG1,MAST1,0.4416
42511,NSG1,SLC1A6,0.4048
42512,NSG1,UNC13A,0.4948
42513,NSG1,RAB3A,0.6389
42514,NSG1,TMEM59L,0.5144
42515,NSG1,ZNF91,0.508
42516,NSG1,FXYD7,0.4854
42517,NSG1,DPF1,0.5503
42518,NSG1,SPINT2,0.6034
42519,NSG1,TTC9B,0.717
42520,NSG1,ATP1A3,0.5701
42521,NSG1,PAFAH1B3,0.6324
42522,NSG1,CALM3,0.5484
42523,NSG1,TMEM160,0.5143
42524,NSG1,INAFM1,0.5096
42525,NSG1,SEPW1,0.437
42526,NSG1,LIN7B,0.4536
42527,NSG1,ETFB,0.4461
42528,NSG1,SYT5,0.568
42529,NSG1,MICAL3,0.4304
42530,NSG1,SEPT5,0.4151
42531,NSG1,YPEL1,0.4436
42532,NSG1,GNAZ,0.4871
42533,NSG1,MIAT,0.5013
42534,NSG1,RFPL1S,0.4741
42535,NSG1,YWHAH,0.6341
42536,NSG1,RBFOX2,0.6982
42537,NSG1,SEPT3,0.595
42538,NSG1,MPPED1,0.4497
42539,NSG1,SULT4A1,0.4413
42540,NSG1,KIAA0930,0.4186
42541,NSG1,CXADR,0.7411
42542,NSG1,APP,0.5389
42543,NSG1,ITSN1,0.484
42544,NSG1,TTC3,0.6151
42545,CRMP1,JAKMIP1,0.5397
42546,CRMP1,PPP2R2C,0.4931
42547,CRMP1,TBC1D14,0.4634
42548,CRMP1,AFAP1,0.4757
42549,CRMP1,UCHL1,0.6938
42550,CRMP1,OCIAD2,0.4237
42551,CRMP1,ADGRL3,0.4366
42552,CRMP1,EPHA5,0.5866
42553,CRMP1,CCNI,0.6267
42554,CRMP1,TMEM150C,0.4272
42555,CRMP1,SCD5,0.5062
42556,CRMP1,KLHL8,0.4098
42557,CRMP1,SNCA,0.5879
42558,CRMP1,CCSER1,0.4356
42559,CRMP1,RAP1GDS1,0.5375
42560,CRMP1,PPP3CA,0.5238
42561,CRMP1,C4orf32,0.396
42562,CRMP1,ANK2,0.6822
42563,CRMP1,FAT4,0.4263
42564,CRMP1,TRIM2,0.5491
42565,CRMP1,GRIA2,0.5809
42566,CRMP1,RAPGEF2,0.4496
42567,CRMP1,GPM6A,0.5714
42568,CRMP1,SLC25A4,0.4873
42569,CRMP1,SRD5A1,0.4689
42570,CRMP1,MARCH6,0.5116
42571,CRMP1,CTNND2,0.4022
42572,CRMP1,BASP1,0.7039
42573,CRMP1,PLK2,0.4085
42574,CRMP1,RAB3C,0.4447
42575,CRMP1,KIF2A,0.5483
42576,CRMP1,RGS7BP,0.3946
42577,CRMP1,NLN,0.4691
42578,CRMP1,PIK3R1,0.5194
42579,CRMP1,TAF9,0.46
42580,CRMP1,BDP1,0.4716
42581,CRMP1,MAP1B,0.7682
42582,CRMP1,ENC1,0.5088
42583,CRMP1,HMGCR,0.4643
42584,CRMP1,HOMER1,0.4725
42585,CRMP1,SSBP2,0.4625
42586,CRMP1,MEF2C,0.6366
42587,CRMP1,PJA2,0.4749
42588,CRMP1,CAMK4,0.5522
42589,CRMP1,NREP,0.625
42590,CRMP1,APC,0.4192
42591,CRMP1,VDAC1,0.4807
42592,CRMP1,SPOCK1,0.4523
42593,CRMP1,DPYSL3,0.6988
42594,CRMP1,JAKMIP2,0.4204
42595,CRMP1,GRIA1,0.5107
42596,CRMP1,TENM2,0.4057
42597,CRMP1,WWC1,0.4158
42598,CRMP1,HMP19,0.701
42599,CRMP1,ARL10,0.4519
42600,CRMP1,CLTB,0.5134
42601,CRMP1,GPRIN1,0.5363
42602,CRMP1,SNCB,0.4993
42603,CRMP1,PRR7,0.4371
42604,CRMP1,TUBB2A,0.699
42605,CRMP1,TUBB2B,0.6369
42606,CRMP1,PHACTR1,0.4266
42607,CRMP1,MCUR1,0.5091
42608,CRMP1,RNF182,0.4159
42609,CRMP1,SOX4,0.5357
42610,CRMP1,KIAA0319,0.4488
42611,CRMP1,HIST1H4C,0.4253
42612,CRMP1,TUBB,0.7015
42613,CRMP1,ATP6V1G2,0.4837
42614,CRMP1,HMGA1,0.463
42615,CRMP1,NUDT3,0.6257
42616,CRMP1,TMEM63B,0.4168
42617,CRMP1,HSP90AB1,0.615
42618,CRMP1,KHDRBS2,0.4327
42619,CRMP1,PTP4A1,0.4983
42620,CRMP1,SMAP1,0.5077
42621,CRMP1,RIMS1,0.4557
42622,CRMP1,SNAP91,0.4873
42623,CRMP1,BACH2,0.4782
42624,CRMP1,CD24,0.7228
42625,CRMP1,SOBP,0.5375
42626,CRMP1,WASF1,0.5934
42627,CRMP1,SERINC1,0.5616
42628,CRMP1,NKAIN2,0.456
42629,CRMP1,AKAP7,0.3896
42630,CRMP1,ARFGEF3,0.5199
42631,CRMP1,ABRACL,0.411
42632,CRMP1,HIVEP2,0.4251
42633,CRMP1,STXBP5,0.3963
42634,CRMP1,PCMT1,0.5012
42635,CRMP1,PPP1R14C,0.496
42636,CRMP1,RGS17,0.4935
42637,CRMP1,TULP4,0.4885
42638,CRMP1,ICA1,0.4246
42639,CRMP1,BZW2,0.5721
42640,CRMP1,TSPAN13,0.5412
42641,CRMP1,FAM126A,0.3987
42642,CRMP1,MPP6,0.565
42643,CRMP1,JAZF1,0.4513
42644,CRMP1,MTURN,0.5058
42645,CRMP1,NEUROD6,0.6694
42646,CRMP1,KIAA0895,0.4492
42647,CRMP1,CAMK2B,0.686
42648,CRMP1,ADCY1,0.5725
42649,CRMP1,ZNF138,0.3909
42650,CRMP1,AUTS2,0.4067
42651,CRMP1,CALN1,0.4181
42652,CRMP1,STX1A,0.4737
42653,CRMP1,YWHAG,0.682
42654,CRMP1,GNAI1,0.5886
42655,CRMP1,CACNA2D1,0.5921
42656,CRMP1,PCLO,0.6577
42657,CRMP1,RUNDC3B,0.4448
42658,CRMP1,AKAP9,0.5881
42659,CRMP1,PPP1R9A,0.3943
42660,CRMP1,DYNC1I1,0.552
42661,CRMP1,ASNS,0.4123
42662,CRMP1,PRKAR2B,0.6319
42663,CRMP1,GPR22,0.4936
42664,CRMP1,LRRN3,0.4208
42665,CRMP1,GPR85,0.5399
42666,CRMP1,CTTNBP2,0.4248
42667,CRMP1,PLXNA4,0.511
42668,CRMP1,EXOC4,0.4179
42669,CRMP1,TCAF1,0.5117
42670,CRMP1,ATP6V0E2,0.4187
42671,CRMP1,DPP6,0.436
42672,CRMP1,CLCN4,0.4335
42673,CRMP1,CDKL5,0.5367
42674,CRMP1,SYN1,0.4629
42675,CRMP1,PCSK1N,0.722
42676,CRMP1,ARHGEF9,0.4433
42677,CRMP1,KIAA2022,0.4592
42678,CRMP1,NAP1L3,0.4299
42679,CRMP1,BEX5,0.4178
42680,CRMP1,BEX1,0.6033
42681,CRMP1,ACSL4,0.5319
42682,CRMP1,PAK3,0.5573
42683,CRMP1,DCX,0.7193
42684,CRMP1,PGRMC1,0.4147
42685,CRMP1,FGF13,0.4078
42686,CRMP1,SLITRK4,0.4482
42687,CRMP1,AFF2,0.4425
42688,CRMP1,IDS,0.5995
42689,CRMP1,PDZD4,0.4204
42690,CRMP1,L1CAM,0.5533
42691,CRMP1,TNKS,0.4074
42692,CRMP1,MSRA,0.547
42693,CRMP1,TUSC3,0.4349
42694,CRMP1,ASAH1,0.4591
42695,CRMP1,PSD3,0.4845
42696,CRMP1,LPL,0.4466
42697,CRMP1,DMTN,0.4286
42698,CRMP1,NEFM,0.6038
42699,CRMP1,NEFL,0.563
42700,CRMP1,PNMA2,0.4036
42701,CRMP1,DPYSL2,0.6487
42702,CRMP1,STMN4,0.6733
42703,CRMP1,EIF4EBP1,0.4399
42704,CRMP1,WHSC1L1,0.5107
42705,CRMP1,XKR4,0.517
42706,CRMP1,BHLHE22,0.581
42707,CRMP1,PKIA,0.6774
42708,CRMP1,ZC2HC1A,0.5287
42709,CRMP1,STMN2,0.7829
42710,CRMP1,RUNX1T1,0.5826
42711,CRMP1,ANKRD46,0.5224
42712,CRMP1,YWHAZ,0.6799
42713,CRMP1,SYBU,0.5616
42714,CRMP1,MTSS1,0.5493
42715,CRMP1,FAM49B,0.4935
42716,CRMP1,SLA,0.5823
42717,CRMP1,KHDRBS3,0.3901
42718,CRMP1,LY6H,0.6047
42719,CRMP1,KIFC2,0.3886
42720,CRMP1,SLC1A1,0.4191
42721,CRMP1,PTPRD,0.5764
42722,CRMP1,NFIB,0.541
42723,CRMP1,SH3GL2,0.4173
42724,CRMP1,MLLT3,0.4244
42725,CRMP1,DNAJA1,0.5148
42726,CRMP1,RUSC2,0.4003
42727,CRMP1,RFK,0.4783
42728,CRMP1,GNAQ,0.5492
42729,CRMP1,FRMD3,0.5034
42730,CRMP1,UBQLN1,0.4392
42731,CRMP1,AGTPBP1,0.5595
42732,CRMP1,SPIN1,0.5394
42733,CRMP1,GABBR2,0.5907
42734,CRMP1,FSD1L,0.4919
42735,CRMP1,FRRS1L,0.5191
42736,CRMP1,TXN,0.4424
42737,CRMP1,STRBP,0.5105
42738,CRMP1,RALGPS1,0.4325
42739,CRMP1,STXBP1,0.6163
42740,CRMP1,DNM1,0.4507
42741,CRMP1,SPTAN1,0.6054
42742,CRMP1,NCS1,0.6121
42743,CRMP1,PRRC2B,0.5398
42744,CRMP1,OLFM1,0.5062
42745,CRMP1,CAMSAP1,0.4565
42746,CRMP1,NSMF,0.4207
42747,CRMP1,DEAF1,0.5567
42748,CRMP1,DUSP8,0.4829
42749,CRMP1,TUB,0.3906
42750,CRMP1,BTBD10,0.4319
42751,CRMP1,NAV2,0.4492
42752,CRMP1,SYT13,0.4879
42753,CRMP1,CKAP5,0.3892
42754,CRMP1,C1QTNF4,0.4978
42755,CRMP1,GNG3,0.5033
42756,CRMP1,RTN3,0.5162
42757,CRMP1,STIP1,0.4249
42758,CRMP1,NRXN2,0.4979
42759,CRMP1,CCDC85B,0.4182
42760,CRMP1,PACS1,0.4732
42761,CRMP1,CNIH2,0.5756
42762,CRMP1,PGM2L1,0.6491
42763,CRMP1,MAP6,0.5751
42764,CRMP1,TENM4,0.4759
42765,CRMP1,DLG2,0.5435
42766,CRMP1,GRM5,0.3984
42767,CRMP1,FAT3,0.4943
42768,CRMP1,AASDHPPT,0.5357
42769,CRMP1,GUCY1A2,0.4599
42770,CRMP1,ELMOD1,0.4567
42771,CRMP1,ARHGAP20,0.4076
42772,CRMP1,DIXDC1,0.4447
42773,CRMP1,RP11.356J5.12,0.5011
42774,CRMP1,NCAM1,0.7143
42775,CRMP1,THY1,0.5029
42776,CRMP1,ARHGEF12,0.4539
42777,CRMP1,SCN3B,0.6178
42778,CRMP1,FEZ1,0.477
42779,CRMP1,ZMYND11,0.3963
42780,CRMP1,CELF2,0.6533
42781,CRMP1,MAPK8,0.5461
42782,CRMP1,ANK3,0.6192
42783,CRMP1,HK1,0.4559
42784,CRMP1,PPP3CB,0.5208
42785,CRMP1,SLIT1,0.3927
42786,CRMP1,PSD,0.5061
42787,CRMP1,INA,0.7421
42788,CRMP1,ABLIM1,0.4425
42789,CRMP1,SHTN1,0.7118
42790,CRMP1,TACC2,0.4149
42791,CRMP1,CALY,0.5307
42792,CRMP1,ERC1,0.5306
42793,CRMP1,PTMS,0.6108
42794,CRMP1,NECAP1,0.4233
42795,CRMP1,GRIN2B,0.68
42796,CRMP1,PTPRO,0.4648
42797,CRMP1,CMAS,0.4075
42798,CRMP1,SOX5,0.417
42799,CRMP1,KRAS,0.4138
42800,CRMP1,PPFIBP1,0.5384
42801,CRMP1,CNTN1,0.5098
42802,CRMP1,NELL2,0.6732
42803,CRMP1,SLC38A1,0.5753
42804,CRMP1,CCDC184,0.4105
42805,CRMP1,ARF3,0.4801
42806,CRMP1,TUBA1B,0.3924
42807,CRMP1,TUBA1A,0.7456
42808,CRMP1,KIF5A,0.5886
42809,CRMP1,SRGAP1,0.5089
42810,CRMP1,TBC1D30,0.4303
42811,CRMP1,DYRK2,0.4252
42812,CRMP1,KCNMB4,0.43
42813,CRMP1,CSRP2,0.5367
42814,CRMP1,NAV3,0.4662
42815,CRMP1,SYT1,0.6817
42816,CRMP1,PPFIA2,0.6025
42817,CRMP1,SLC6A15,0.4379
42818,CRMP1,ATP2B1,0.5306
42819,CRMP1,NUDT4,0.3923
42820,CRMP1,ANKS1B,0.4917
42821,CRMP1,GNPTAB,0.4755
42822,CRMP1,ATP2A2,0.4359
42823,CRMP1,MED13L,0.4615
42824,CRMP1,WSB2,0.4726
42825,CRMP1,SRRM4,0.5322
42826,CRMP1,DYNLL1,0.5281
42827,CRMP1,CAMKK2,0.4835
42828,CRMP1,ATP8A2,0.4917
42829,CRMP1,GPR12,0.4131
42830,CRMP1,GTF3A,0.4365
42831,CRMP1,HSPH1,0.4114
42832,CRMP1,FRY,0.4033
42833,CRMP1,NBEA,0.6389
42834,CRMP1,DCLK1,0.5257
42835,CRMP1,LHFP,0.3946
42836,CRMP1,SERP2,0.412
42837,CRMP1,TSC22D1,0.6096
42838,CRMP1,PCDH8,0.3995
42839,CRMP1,PCDH9,0.4511
42840,CRMP1,SLITRK5,0.4458
42841,CRMP1,HS6ST3,0.4393
42842,CRMP1,RAP2A,0.4147
42843,CRMP1,FARP1,0.4716
42844,CRMP1,DOCK9,0.4623
42845,CRMP1,JPH4,0.4762
42846,CRMP1,ATL1,0.5319
42847,CRMP1,GNG2,0.5779
42848,CRMP1,DACT1,0.538
42849,CRMP1,DAAM1,0.5957
42850,CRMP1,RTN1,0.6527
42851,CRMP1,SYT16,0.4535
42852,CRMP1,PPP2R5E,0.5244
42853,CRMP1,ARG2,0.4376
42854,CRMP1,TTC9,0.444
42855,CRMP1,FLRT2,0.5691
42856,CRMP1,CALM1,0.6424
42857,CRMP1,EML1,0.4399
42858,CRMP1,DYNC1H1,0.6015
42859,CRMP1,AHNAK2,0.4219
42860,CRMP1,NUDT14,0.4735
42861,CRMP1,PWAR6,0.4383
42862,CRMP1,GABRB3,0.5754
42863,CRMP1,DISP2,0.5449
42864,CRMP1,SCG3,0.6375
42865,CRMP1,TMOD2,0.6527
42866,CRMP1,TMOD3,0.46
42867,CRMP1,GNB5,0.4184
42868,CRMP1,MYO5A,0.5733
42869,CRMP1,HERC1,0.4783
42870,CRMP1,NEO1,0.4547
42871,CRMP1,NPTN,0.4377
42872,CRMP1,LINGO1,0.588
42873,CRMP1,SH3GL3,0.5266
42874,CRMP1,NTRK3,0.4904
42875,CRMP1,SLCO3A1,0.4199
42876,CRMP1,ARHGDIG,0.5333
42877,CRMP1,SYNGR3,0.4908
42878,CRMP1,RBFOX1,0.4981
